eco,name,moves
C21,Center Game: von der Lasa Gambit,e2e4 e7e5 d2d4 e5d4 f1c4
C21,Danish Gambit,e2e4 e7e5 d2d4 e5d4 c2c3
C21,Danish Gambit Accepted,e2e4 e7e5 d2d4 e5d4 c2c3 d4c3 f1c4 c3b2 c1b2
C21,Danish Gambit Accepted: Chigorin Defense,e2e4 e7e5 d2d4 e5d4 c2c3 d4c3 f1c4 c3b2 c1b2 d8e7
C21,Danish Gambit Accepted: Classical Defense,e2e4 e7e5 d2d4 e5d4 c2c3 d4c3 f1c4 c3b2 c1b2 g8f6
C21,Danish Gambit Accepted: Copenhagen Defense,e2e4 e7e5 d2d4 e5d4 c2c3 d4c3 f1c4 c3b2 c1b2 f8b4
C21,Danish Gambit Accepted: Schlechter Defense,e2e4 e7e5 d2d4 e5d4 c2c3 d4c3 f1c4 c3b2 c1b2 d7d5
C21,Danish Gambit Accepted: Svenonius Defense,e2e4 e7e5 d2d4 e5d4 c2c3 g8e7
C21,Danish Gambit Declined: Sorensen Defense,e2e4 e7e5 d2d4 e5d4 c2c3 d7d5
C22,Center Game: Berger Variation,e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4e3 g8f6
C22,Center Game: Charousek Variation,e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4e3 f8b4 c2c3 b4e7
C22,Center Game: Hall Variation,e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4c4
C22,Center Game: Kupreichik Variation,e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4e3 g8f6 b1c3 f8b4 c1d2 e8g8 e1c1 f8e8 f1c4 d7d6 g1h3
C22,Center Game: Normal Variation,e2e4 e7e5 d2d4 e5d4 d1d4 b8c6
C22,Center Game: Paulsen Attack Variation,e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4e3
C22,Center Game: l'Hermet Variation,e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4e3 f7f5
C23,Bishop's Opening,e2e4 e7e5 f1c4
C23,Bishop's Opening: Anderssen Gambit,e2e4 e7e5 f1c4 b7b5 c4b5 c7c6
C23,Bishop's Opening: Boi Variation,e2e4 e7e5 f1c4 f8c5
C23,Bishop's Opening: Calabrese Countergambit,e2e4 e7e5 f1c4 f7f5
C23,"Bishop's Opening: Calabrese Countergambit, Jaenisch Variation",e2e4 e7e5 f1c4 f7f5 d2d3
C23,Bishop's Opening: Four Pawns Gambit,e2e4 e7e5 f1c4 f8c5 b2b4 c5b4 f2f4 e5f4 g1f3 b4e7 d2d4 e7h4 g2g3 f4g3 e1g1 g3h2 g1h1
C23,Bishop's Opening: Khan Gambit,e2e4 e7e5 f1c4 d7d5
C23,Bishop's Opening: Lewis Countergambit,e2e4 e7e5 f1c4 f8c5 c2c3 d7d5
C23,Bishop's Opening: Lewis Countergambit,e2e4 e7e5 f1c4 f8c5 c2c3 d7d5 c4d5 g8f6
C23,"Bishop's Opening: Lewis Countergambit, Walker Variation",e2e4 e7e5 f1c4 f8c5 c2c3 d7d5 c4d5 g8f6 d2d4
C23,Bishop's Opening: Lewis Gambit,e2e4 e7e5 f1c4 f8c5 d2d4
C23,Bishop's Opening: Lisitsyn Variation,e2e4 e7e5 f1c4 c7c6 d2d4 d7d5 e4d5 c6d5 c4b5 c8d7 b5d7 b8d7 d4e5 d7e5 g1e2
C23,Bishop's Opening: Lopez Gambit,e2e4 e7e5 f1c4 f8c5 d1e2 b8c6 c2c3 g8f6 f2f4
C23,Bishop's Opening: Lopez Variation,e2e4 e7e5 f1c4 f8c5 d1e2
C23,"Bishop's Opening: Lopez Variation, Lopez Gambit",e2e4 e7e5 f1c4 f8c5 d1e2 g8f6 f2f4
C23,Bishop's Opening: McDonnell Gambit,e2e4 e7e5 f1c4 f8c5 b2b4
C23,"Bishop's Opening: McDonnell Gambit, La Bourdonnais-Denker Gambit",e2e4 e7e5 f1c4 f8c5 b2b4 c5b4 c2c3
C23,"Bishop's Opening: McDonnell Gambit, McDonnell Double Gambit",e2e4 e7e5 f1c4 f8c5 b2b4 c5b4 f2f4
C23,Bishop's Opening: Philidor Counterattack,e2e4 e7e5 f1c4 c7c6
C23,Bishop's Opening: Philidor Variation,e2e4 e7e5 f1c4 f8c5 c2c3
C23,Bishop's Opening: Pratt Variation,e2e4 e7e5 f1c4 f8c5 c2c3 g8f6 d2d4 e5d4 e4e5 d7d5 e5f6 d5c4 d1h5 e8g8
C23,Bishop's Opening: Stein Gambit,e2e4 e7e5 f1c4 f8c5 f2f4
C23,Bishop's Opening: Thorold Gambit,e2e4 e7e5 f1c4 b7b5 c4b5 f7f5
C23,Bishop's Opening: del Rio Variation,e2e4 e7e5 f1c4 f8c5 c2c3 d8g5
C24,Bishop's Opening: Berlin Defense,e2e4 e7e5 f1c4 g8f6
C24,"Bishop's Opening: Berlin Defense, Greco Gambit",e2e4 e7e5 f1c4 g8f6 f2f4
C24,Bishop's Opening: Kitchener Folly,e2e4 e7e5 f1c4 g8f6 d2d3 f8e7 g1f3 e8g8
C24,Bishop's Opening: Krejcik Gambit,e2e4 e7e5 f1c4 g8f6 f2f3 f8c5 g1e2 b8c6 b2b4
C24,Bishop's Opening: Pachman Gambit,e2e4 e7e5 f1c4 g8f6 g1e2 f6e4 e2c3
C24,Bishop's Opening: Ponziani Gambit,e2e4 e7e5 f1c4 g8f6 d2d4
C24,"Bishop's Opening: Urusov Gambit, Panov Variation",e2e4 e7e5 f1c4 g8f6 d2d4 e5d4 g1f3 d7d5 e4d5 f8b4 c2c3 d8e7
C24,Bishop's Opening: Vienna Hybrid,e2e4 e7e5 f1c4 g8f6 d2d3 b8c6 b1c3
C24,Bishop's Opening: Warsaw Gambit,e2e4 e7e5 f1c4 g8f6 d2d4 e5d4 c2c3
C25,Vienna Game,e2e4 e7e5 b1c3
C25,Vienna Game: Anderssen Defense,e2e4 e7e5 b1c3 f8c5
C25,Vienna Game: Fyfe Gambit,e2e4 e7e5 b1c3 b8c6 d2d4
C25,Vienna Game: Giraffe Attack,e2e4 e7e5 b1c3 f8c5 d1g4
C25,Vienna Game: Hamppe-Meitner Variation,e2e4 e7e5 b1c3 f8c5 c3a4
C25,Vienna Game: Hamppe-Muzio Gambit,e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1
C25,"Vienna Game: Hamppe-Muzio, Dubois Variation",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3 d1f3 c6e5 f3f4 d8f6
C25,Vienna Game: Max Lange Defense,e2e4 e7e5 b1c3 b8c6
C25,Vienna Game: Omaha Gambit,e2e4 e7e5 b1c3 d7d6 f2f4
C25,Vienna Game: Paulsen Variation,e2e4 e7e5 b1c3 b8c6 g2g3
C25,Vienna Game: Paulsen Variation,e2e4 e7e5 b1c3 b8c6 g2g3 g8f6 f1g2 f8c5 g1e2 d7d5
C25,"Vienna Game: Paulsen Variation, Mariotti Gambit",e2e4 e7e5 b1c3 b8c6 g2g3 f8c5 f1g2 h7h5 g1f3 h5h4
C25,Vienna Game: Philidor Countergambit,e2e4 e7e5 b1c3 b8c6 d2d4 f7f5
C25,"Vienna Game: Pierce Gambit, Rushmere Attack",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 d2d4 g5g4 f1c4 g4f3 e1g1 d7d5 e4d5 c8g4 d5c6
C25,"Vienna Game: Stanley Variation, Meitner-Mieses Gambit",e2e4 e7e5 b1c3 b8c6 f1c4 f8c5 d1g4 d8f6 c3d5
C25,Vienna Game: Vienna Gambit,e2e4 e7e5 b1c3 b8c6 f2f4
C25,"Vienna Game: Vienna Gambit, Cunningham Defense",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 f8e7
C25,"Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5
C25,"Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit, Alapin Variation",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 d7d6
C25,"Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit, Thorold Variation",e2e4 e7e5 f2f4 e5f4 g1f3 b8c6 b1c3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7 e8f7 d2d4
C25,"Vienna Game: Vienna Gambit, Hamppe-Muzio Gambit",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3
C25,"Vienna Game: Vienna Gambit, Pierce Gambit",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 d2d4
C25,"Vienna Game: Vienna Gambit, Quelle Gambit",e2e4 e7e5 b1c3 b8c6 f2f4 f8c5 f4e5 d7d6
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Fraser-Minckwitz Defense",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2 b7b6
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Knight Variation",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Main Line",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Paulsen Defense",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2 d7d6
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Sörensen Defense",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2 g7g5
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Zukertort Defense",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2 d7d5
C25,Vienna Game: Zhuravlev Countergambit,e2e4 e7e5 b1c3 f8b4 d1g4 g8f6
C26,Bishop's Opening: Horwitz Gambit,e2e4 e7e5 f1c4 g8f6 b1c3 b7b5
C26,"Bishop's Opening: Vienna Hybrid, Spielmann Attack",e2e4 e7e5 b1c3 g8f6 f1c4 f8c5 d2d3
C26,Vienna Game: Falkbeer Variation,e2e4 e7e5 b1c3 g8f6
C26,Vienna Game: Mengarini Variation,e2e4 e7e5 b1c3 g8f6 a2a3
C26,Vienna Game: Mieses Variation,e2e4 e7e5 b1c3 g8f6 g2g3
C26,"Vienna Game: Mieses Variation, Erben Gambit",e2e4 e7e5 b1c3 g8f6 g2g3 d7d5 e4d5 c7c6
C26,"Vienna Game: Paulsen Variation, Pollock Gambit",e2e4 e7e5 b1c3 g8f6 g2g3 f8c5 f1g2 b8c6 g1e2 d7d5 e4d5
C26,Vienna Game: Stanley Variation,e2e4 e7e5 b1c3 g8f6 f1c4
C26,"Vienna Game: Stanley Variation, Eifel Gambit",e2e4 e7e5 b1c3 g8f6 f1c4 f8c5 g1e2 b7b5
C26,"Vienna Game: Stanley Variation, Reversed Spanish",e2e4 e7e5 b1c3 g8f6 f1c4 f8b4
C26,Vienna Game: Vienna Gambit,e2e4 e7e5 b1c3 g8f6 f2f4
C27,Bishop's Opening: Boden-Kieseritzky Gambit,e2e4 e7e5 g1f3 g8f6 f1c4 f6e4 b1c3
C27,"Bishop's Opening: Boden-Kieseritzky Gambit, Lichtenhein Defense",e2e4 e7e5 g1f3 g8f6 f1c4 f6e4 b1c3 d7d5
C27,Vienna Game: Adams' Gambit,e2e4 e7e5 b1c3 g8f6 f1c4 f6e4 d1h5 e4d6 c4b3 b8c6 d2d4
C27,Vienna Game: Frankenstein-Dracula Variation,e2e4 e7e5 b1c3 g8f6 f1c4 f6e4
C27,"Vienna Game: Stanley Variation, Alekhine Variation",e2e4 e7e5 b1c3 g8f6 f1c4 f6e4 d1h5 e4d6 c4b3 f8e7 g1f3 b8c6 f3e5
C27,"Vienna Game: Stanley Variation, Frankenstein-Dracula Variation",e2e4 e7e5 b1c3 g8f6 f1c4 f6e4 d1h5 e4d6 c4b3 b8c6 c3b5 g7g6 h5f3 f7f5 f3d5 d8e7 b5c7 e8d8 c7a8 b7b6
C27,"Vienna Game: Stanley Variation, Monster Declined",e2e4 e7e5 b1c3 g8f6 f1c4 f6e4 d1h5 e4d6 c4b3 f8e7
C28,"Bishop's Opening: Vienna Hybrid, Hromádka Variation",e2e4 e7e5 b1c3 b8c6 f1c4 g8f6 d2d3 f8b4 g1e2
C28,"Vienna Game: Stanley Variation, Bronstein Gambit",e2e4 e7e5 b1c3 b8c6 f1c4 g8f6 f2f4 f6e4 g1f3
C28,"Vienna Game: Stanley Variation, Three Knights Variation",e2e4 e7e5 b1c3 b8c6 f1c4 g8f6
C29,Vienna Game: Heyde Variation,e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d1f3 f7f5 d2d4
C29,"Vienna Game: Vienna Gambit, Bardeleben Variation",e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d1f3 f7f5
C29,"Vienna Game: Vienna Gambit, Breyer Variation",e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 g1f3 f8e7
C29,"Vienna Game: Vienna Gambit, Kaufmann Variation",e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 g1f3 c8g4 d1e2
C29,"Vienna Game: Vienna Gambit, Main Line",e2e4 e7e5 b1c3 g8f6 f2f4 d7d5
C29,"Vienna Game: Vienna Gambit, Modern Variation",e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d2d3
C29,"Vienna Game: Vienna Gambit, Paulsen Attack",e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d1f3
C29,"Vienna Game: Vienna Gambit, Steinitz Variation",e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 d2d3
C29,"Vienna Game: Vienna Gambit, Wurzburger Trap",e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d2d3 d8h4 g2g3 e4g3 g1f3 h4h5 c3d5
C30,King's Gambit,e2e4 e7e5 f2f4
C30,King's Gambit Declined: Classical Variation,e2e4 e7e5 f2f4 f8c5
C30,King's Gambit Declined: Classical Variation,e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 c2c3
C30,"King's Gambit Declined: Classical Variation, Euwe Attack",e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 c2c3 c8g4 f4e5 d6e5 d1a4
C30,"King's Gambit Declined: Classical Variation, Rotlewi Countergambit",e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 b2b4
C30,"King's Gambit Declined: Classical Variation, Rubinstein Countergambit",e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 c2c3 f7f5
C30,"King's Gambit Declined: Classical, Hanham Variation",e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 b1c3 b8d7
C30,"King's Gambit Declined: Classical, Réti Variation",e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 c2c3 f7f5 f4e5 d6e5 d2d4 e5d4 f1c4
C30,"King's Gambit Declined: Classical, Soldatenkov Variation",e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 f4e5
C30,"King's Gambit Declined: Classical, Svenonius Variation",e2e4 e7e5 f1c4 b8c6 b1c3 g8f6 d2d3 f8c5 f2f4 d7d6 g1f3 c8g4 h2h3 g4f3 d1f3 e5f4
C30,King's Gambit Declined: Hobbs-Zilbermints Gambit,e2e4 e7e5 f2f4 b8c6 g1f3 g7g5 f4g5 h7h6
C30,King's Gambit Declined: Keene Defense,e2e4 e7e5 f2f4 d8h4 g2g3 h4e7
C30,King's Gambit Declined: Keene's Defense,e2e4 e7e5 f2f4 d8h4
C30,King's Gambit Declined: Keene's Defense,e2e4 e7e5 f2f4 d8h4 g2g3
C30,King's Gambit Declined: Mafia Defense,e2e4 c7c5 f2f4 e7e5
C30,King's Gambit Declined: Miles Defense,e2e4 e7e5 f2f4 b8c6 g1f3 f7f5
C30,King's Gambit Declined: Norwalde Variation,e2e4 e7e5 f2f4 d8f6
C30,"King's Gambit Declined: Norwalde Variation, Bücker Gambit",e2e4 e7e5 f2f4 d8f6 b1c3 f6f4 g1f3 f8b4 f1c4
C30,"King's Gambit Declined: Norwalde Variation, Schubert Variation",e2e4 e7e5 f2f4 d8f6 b1c3 f6f4 d2d4
C30,King's Gambit Declined: Panteldakis Countergambit,e2e4 e7e5 f2f4 f7f5
C30,"King's Gambit Declined: Panteldakis Countergambit, Greco Variation",e2e4 e7e5 f2f4 f7f5 e4f5 d8h4
C30,"King's Gambit Declined: Panteldakis Countergambit, Pawn Sacrifice Line",e2e4 e7e5 f2f4 f7f5 e4f5 e5f4 d1h5 g7g6 f5g6 d8e7 e1d1
C30,"King's Gambit Declined: Panteldakis Countergambit, Schiller's Defense",e2e4 e7e5 f2f4 f7f5 e4f5 f8c5
C30,"King's Gambit Declined: Panteldakis Countergambit, Shirazi Line",e2e4 e7e5 f2f4 f7f5 e4f5 e5f4 d1h5 e8e7
C30,"King's Gambit Declined: Panteldakis Countergambit, Symmetrical Variation",e2e4 e7e5 f2f4 f7f5 e4f5 e5f4 g1f3 d7d5 d2d4 f8d6 f1d3
C30,King's Gambit Declined: Petrov's Defense,e2e4 e7e5 f2f4 g8f6
C30,King's Gambit Declined: Queen's Knight Defense,e2e4 e7e5 f2f4 b8c6
C30,King's Gambit Declined: Senechaud Countergambit,e2e4 e7e5 f2f4 f8c5 g1f3 g7g5
C30,King's Gambit Declined: Soller-Zilbermints Gambit,e2e4 e7e5 f2f4 f7f6 f4e5 b8c6
C30,King's Gambit Declined: Zilbermints Double Gambit,e2e4 e7e5 f2f4 b8c6 g1f3 g7g5
C30,King's Gambit: Zilbermints Double Countergambit,e2e4 e7e5 f2f4 g7g5
C31,King's Gambit Declined: Falkbeer Countergambit,e2e4 e7e5 f2f4 d7d5
C31,King's Gambit Declined: Falkbeer Countergambit Accepted,e2e4 e7e5 f2f4 d7d5 e4d5
C31,"King's Gambit Declined: Falkbeer Countergambit, Anderssen Attack",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 f1b5
C31,"King's Gambit Declined: Falkbeer Countergambit, Blackburne Attack",e2e4 e7e5 f2f4 d7d5 g1f3
C31,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3
C31,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Morphy Defense",e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 e4d5 e5e4 d2d3 f8b4 c1d2 e4e3
C31,"King's Gambit Declined: Falkbeer Countergambit, Hinrichsen Gambit",e2e4 e7e5 f2f4 d7d5 d2d4
C31,"King's Gambit Declined: Falkbeer Countergambit, Miles Gambit",e2e4 e7e5 f2f4 d7d5 e4d5 f8c5
C31,"King's Gambit Declined: Falkbeer Countergambit, Milner-Barry Variation",e2e4 e7e5 f2f4 d7d5 b1c3
C31,"King's Gambit Declined: Falkbeer Countergambit, Modern Transfer",e2e4 e7e5 f2f4 d7d5 e4d5 e5f4
C31,"King's Gambit Declined: Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit",e2e4 e7e5 f2f4 d7d5 e4d5 c7c6
C31,"King's Gambit Declined: Falkbeer Countergambit, Pickler Gambit",e2e4 e7e5 f2f4 d7d5 e4d5 c7c6 d5c6 f8c5
C31,"King's Gambit Declined: Falkbeer Countergambit, Rubinstein Variation",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 b1c3 g8f6 d1e2
C31,"King's Gambit Declined: Falkbeer Countergambit, Staunton Line",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4
C31,"Van Geet Opening: Grünfeld Defense, Steiner Gambit",e2e4 e7e5 f2f4 d7d5 b1c3 d5e4 c3e4
C32,"King's Gambit Declined: Falkbeer Countergambit, Alapin Variation",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d3e4 f6e4 g1f3 f8c5 d1e2 c5f2 e1d1 d8d5 f3d2
C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d3e4 f6e4 d1e2
C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit Accepted",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d3e4
C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Keres Variation",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 b1d2
C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Main Line",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d3e4 f6e4 g1f3 f8c5 d1e2 c8f5
C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Old Line",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d1e2
C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Variation",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d3e4 f6e4 d1e2 d8d5 b1d2 f7f5 g2g4
C32,"King's Gambit Declined: Falkbeer Countergambit, Tarrasch Variation",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d3e4 f6e4 g1f3 f8c5 d1e2 c8f5 g2g4 e8g8
C33,King's Gambit Accepted,e2e4 e7e5 f2f4 e5f4
C33,King's Gambit Accepted: Basman Gambit,e2e4 e7e5 f2f4 e5f4 d1e2
C33,King's Gambit Accepted: Bishop's Gambit,e2e4 e7e5 f2f4 e5f4 f1c4
C33,"King's Gambit Accepted: Bishop's Gambit, Anderssen Defense",e2e4 e7e5 f2f4 e5f4 f1c4 g7g5
C33,"King's Gambit Accepted: Bishop's Gambit, Anderssen Variation",e2e4 e7e5 f2f4 e5f4 f1c4 d7d5 c4d5 c7c6
C33,"King's Gambit Accepted: Bishop's Gambit, Bledow Countergambit",e2e4 e7e5 f2f4 e5f4 f1c4 d7d5 c4d5 g8f6
C33,"King's Gambit Accepted: Bishop's Gambit, Bledow Variation",e2e4 e7e5 f2f4 e5f4 f1c4 d7d5
C33,"King's Gambit Accepted: Bishop's Gambit, Boden Variation",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 b8c6
C33,"King's Gambit Accepted: Bishop's Gambit, Bogoljubov Defense",e2e4 e7e5 f2f4 e5f4 f1c4 g8f6 b1c3 c7c6
C33,"King's Gambit Accepted: Bishop's Gambit, Bogoljubov Variation",e2e4 e7e5 f2f4 e5f4 f1c4 g8f6 b1c3
C33,"King's Gambit Accepted: Bishop's Gambit, Boren-Svenonius Variation",e2e4 e7e5 f2f4 e5f4 f1c4 d7d5 c4d5 d8h4 e1f1 f8d6
C33,"King's Gambit Accepted: Bishop's Gambit, Bryan Countergambit",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 b7b5
C33,"King's Gambit Accepted: Bishop's Gambit, Chigorin's Attack",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 d7d5 c4d5 g7g5 g2g3
C33,"King's Gambit Accepted: Bishop's Gambit, Classical Defense",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g8e7 b1c3 g7g5 d2d4 f8g7
C33,"King's Gambit Accepted: Bishop's Gambit, Classical Defense, Cozio Attack",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 d1f3
C33,"King's Gambit Accepted: Bishop's Gambit, Cozio Defense",e2e4 e7e5 f2f4 e5f4 f1c4 g8f6
C33,"King's Gambit Accepted: Bishop's Gambit, Cozio Variation",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 d7d6
C33,"King's Gambit Accepted: Bishop's Gambit, First Jaenisch Variation",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g8f6
C33,"King's Gambit Accepted: Bishop's Gambit, Fraser Variation",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 b1c3 f8g7 g2g3 f4g3 d1f3
C33,"King's Gambit Accepted: Bishop's Gambit, Gianutio Gambit",e2e4 e7e5 f2f4 e5f4 f1c4 f7f5
C33,"King's Gambit Accepted: Bishop's Gambit, Greco Variation",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 f8c5
C33,"King's Gambit Accepted: Bishop's Gambit, Grimm Attack",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 b1c3 f8g7 d2d4 d7d6 e4e5
C33,"King's Gambit Accepted: Bishop's Gambit, Kieseritzky Gambit",e2e4 e7e5 f2f4 e5f4 f1c4 b7b5
C33,"King's Gambit Accepted: Bishop's Gambit, Lopez Defense",e2e4 e7e5 f2f4 e5f4 f1c4 c7c6
C33,"King's Gambit Accepted: Bishop's Gambit, Lopez Variation",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5
C33,"King's Gambit Accepted: Bishop's Gambit, Maurian Defense",e2e4 e7e5 f2f4 e5f4 f1c4 b8c6
C33,"King's Gambit Accepted: Bishop's Gambit, McDonnell Attack",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 b1c3 f8g7 d2d4 g8e7 g2g3
C33,"King's Gambit Accepted: Bishop's Gambit, McDonnell Attack",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 b1c3 f8g7 g2g3
C33,"King's Gambit Accepted: Bishop's Gambit, Paulsen Attack",e2e4 e7e5 f2f4 e5f4 f1c4 g8f6 b1c3 f8b4 e4e5
C33,"King's Gambit Accepted: Bishop's Gambit, Steinitz Defense",e2e4 e7e5 f2f4 e5f4 f1c4 g8e7
C33,King's Gambit Accepted: Breyer Gambit,e2e4 e7e5 f2f4 e5f4 d1f3
C33,King's Gambit Accepted: Carrera Gambit,e2e4 e7e5 f2f4 e5f4 d1h5
C33,King's Gambit Accepted: Dodo Variation,e2e4 e7e5 f2f4 e5f4 d1g4
C33,King's Gambit Accepted: Eisenberg Variation,e2e4 e7e5 f2f4 e5f4 g1h3
C33,King's Gambit Accepted: Gaga Gambit,e2e4 e7e5 f2f4 e5f4 g2g3
C33,"King's Gambit Accepted: Lopez-Gianutio Countergambit, Hein Variation",e2e4 e7e5 f2f4 e5f4 f1c4 f7f5 d1e2 d8h4 e1d1 f5e4 b1c3 e8d8
C33,King's Gambit Accepted: Orsini Gambit,e2e4 e7e5 f2f4 e5f4 b2b3
C33,King's Gambit Accepted: Paris Gambit,e2e4 e7e5 f2f4 e5f4 g1e2
C33,King's Gambit Accepted: Polerio Gambit,e2e4 e7e5 f2f4 e5f4 d2d4
C33,King's Gambit Accepted: Schurig Gambit,e2e4 e7e5 f2f4 e5f4 f1b5
C33,King's Gambit Accepted: Schurig Gambit,e2e4 e7e5 f2f4 e5f4 f1d3
C33,King's Gambit Accepted: Stamma Gambit,e2e4 e7e5 f2f4 e5f4 h2h4
C33,King's Gambit Accepted: Tartakower Gambit,e2e4 e7e5 f2f4 e5f4 f1e2
C33,"King's Gambit Accepted: Tartakower Gambit, Weiss Defense",e2e4 e7e5 f2f4 e5f4 f1e2 f7f5 e4f5 d7d6
C33,King's Gambit Accepted: Tumbleweed,e2e4 e7e5 f2f4 e5f4 e1f2
C33,Van Geet Opening: Nowokunski Gambit,e2e4 e7e5 f2f4 e5f4 b1c3
C34,King's Gambit Accepted: Becker Defense,e2e4 e7e5 f2f4 e5f4 g1f3 h7h6
